review_text,rating,date,language_style,has_slang,slang_count,domain,word_count,length_type,label,char_count,avg_word_len,exclamation_count,question_count,uppercase_ratio,unique_word_ratio
"spa gareko thyo full body, therapist skilled thyo, ambience calm ra relaxing thyo. one of the better me-time experiences Aaunu bhayo tara worth thyo.",5,4/16/2024,code_mixed,0.0,0.0,services,24,short,0,149,6.208333333333333,0,0,0.006711409395973154,0.9583333333333334
HP monitor I bought arrived with dead pixels. replacement process took a full week and a half Service time ma deliver bhayo thankfully.,2,2/26/2023,english,0.0,0.0,product,23,short,0,135,5.869565217391305,0,0,0.02962962962962963,0.9565217391304348
"Yeh salon ka service exceptional cha, I'm very impressed, dherai ramro kaam garxa, staff ko behavior pani dherai nice thiyo, I'll definitely come back.",4,2022-12-08,code_mixed,0.0,0.0,services,24,short,1,151,6.291666666666667,0,0,0.019867549668874173,0.9583333333333334
"Gaming mouse kineko thyo, DPI settings dami cha, response fast — competitive gaming ko lagi ramro investment",5,11/15/2023,code_mixed,1.0,1.0,product,17,short,0,108,6.352941176470588,0,0,0.037037037037037035,1.0
Recently maile computer repair garna deko tara TOTAL DISASTER vayo. Repair center le mero laptop jhan bigarera pathayecha. Customer service lai call garda rishayera bolchhan. Dherai ghatiya thau rahecha yo center chai. Never give your expensive electronics to these people for fixing or maintenance anymore.,1,2026-02-14,code_mixed,1.0,1.0,services,45,medium,1,307,6.822222222222222,0,0,0.05863192182410423,0.9777777777777777
nice nice place. food good. service fast. will come again,4,2023-09-03,english,0.0,0.0,food,10,very_short,0,57,5.7,0,0,0.0,0.9
Recently maile euta laptop kineko tara dherai dhilo delivery vo. Quality thikai chha tara customer service dherai jhur rahechha. They don't update you about the status of your order. I had to call them five times to get my delivery. Not a great experience for a first time customer like me.,3,2026-02-04,code_mixed,0.0,0.0,product,51,medium,1,290,5.686274509803922,0,0,0.017241379310344827,0.9019607843137255
Paper really liked the quality babbal bro Battery backup is dami ngl.,5,4/26/2025,code_mixed,1.0,2.0,product,12,short,0,69,5.75,0,0,0.028985507246376812,1.0
Aaja ko breakfast dherai mitho thyo tyo hotel ma. Staff haru dherai polite chhan ani environment ekdamai peaceful thyo. I really liked the fresh juice and the homemade bread they served us. I will definitely suggest my friends to stay here if they are visiting the city for a holiday trip.,5,2026-02-10,romanized_nepali,0.0,0.0,hotel_restaurant,51,medium,1,289,5.666666666666667,0,0,0.01384083044982699,0.9019607843137255
Masonry wall straight vertical level plumb expert craftsman quality kaam professional finish ramro durable,5,3/4/2024,code_mixed,1.0,1.0,services,14,short,0,106,7.571428571428571,0,0,0.009433962264150943,1.0
Balcony 854 worth it ngl Battery life is good. Actually I dont know. The color was nice.,4,11/11/2025,english,0.0,0.0,hotel_restaurant,17,short,0,88,5.176470588235294,0,0,0.056818181818181816,1.0
"laphing ekdum spicy thiyo, texture perfect, paisa vasool jhyau!!!",5,2023-01-14,romanized_nepali,1.0,2.0,food,9,very_short,1,65,7.222222222222222,3,0,0.0,1.0
service thikai thiyo overall normal nothing special noticed,3,2022-06-06,english,0.0,0.0,services,8,very_short,1,59,7.375,0,0,0.0,1.0
khatrai hotel.. room view is so good and bed was soft and breakfast was mitho mitho.. will come back for sure paisa vasool,5,2024-08-22,code_mixed,1.0,2.0,hotel_restaurant,23,short,0,122,5.304347826086956,0,0,0.0,0.9130434782608695
Lalitpur ma baseko tyo cafe ma khana dherai oily thyo. I went there with my friends and we all felt sick the next morning. TOTAL WASTE OF MONEY and time. The staff at the counter was also very arrogant and didn't care about our complaints regarding the food quality and hygiene of the kitchen.,2,2026-02-05,code_mixed,1.0,1.0,food,54,medium,1,293,5.425925925925926,0,0,0.06825938566552901,0.8703703703703703
Thikai thyo tyo thau aaja.,3,2026-02-18,romanized_nepali,0.0,0.0,services,5,very_short,1,26,5.2,0,0,0.038461538461538464,1.0
Cozy ambience ramro,4,6/8/2022,code_mixed,1.0,1.0,hotel_restaurant,3,very_short,0,19,6.333333333333333,0,0,0.05263157894736842,1.0
i visit cafe and then chair dirtyy dirtyy and menu dirtyy and waiter sloww sloww and rudee rudee and coffee come cold cold not tastyii very bad very bad price expensivee expensivee i say not worth not worth they just smile smile fake fake overall lastai jhyau thiyo,1,2024-02-02,english,0.0,0.0,food,48,medium,0,265,5.520833333333333,0,0,0.0,0.625
Towels were stained and the room smelled like cigarette. not acceptable at all for what they charge per night Service time ma aayo.,1,8/3/2023,english,0.0,0.0,hotel_restaurant,23,short,0,131,5.695652173913044,0,0,0.015267175572519083,1.0
"buff momo ekdum dami thiyo, jhol pani mitho, paisa vasool totally!!!",5,2023-01-28,romanized_nepali,1.0,3.0,food,11,short,1,68,6.181818181818182,3,0,0.0,1.0
Aaja ma new power bank kinne soch gariyo. The capacity is high and the charging is fast. The design is slim. It has become my travel essential.,4,2025-07-28,code_mixed,1.0,1.0,product,27,short,1,143,5.296296296296297,0,0,0.027972027972027972,0.8888888888888888
"Aba, criminal fraud service",1,2023-08-11,english,0.0,0.0,services,4,very_short,1,27,6.75,0,0,0.037037037037037035,1.0
Chito aayo khana.,3,2026-02-01,romanized_nepali,0.0,0.0,food,3,very_short,1,17,5.666666666666667,0,0,0.058823529411764705,1.0
Bar premium brands,5,9/25/2022,english,0.0,0.0,hotel_restaurant,3,very_short,0,18,6.0,0,0,0.05555555555555555,1.0
thik cha for local diner vibes. nothing special but fills the stomach. price ok,3,2024-08-30,english,0.0,0.0,food,14,short,0,79,5.642857142857143,0,0,0.0,1.0
Aaja maile taxi liyeko tara driver dherai rude thyo 🛵. Uile meter ma jana manena ani double price magyo. TOTAL FRAUD behavior of these local drivers in Kathmandu 😡‼️ 🔥.,1,2026-02-18,code_mixed,0.0,0.0,transportation,30,medium,1,168,5.6,0,0,0.07738095238095238,1.0
delivery agent ley phone nai uthayena. order 2 ghanta late aayo ani tato thiyena khana. lastai baal service 🤮,1,2024-05-06,code_mixed,1.0,3.0,food,19,short,0,109,5.7368421052631575,0,0,0.0,1.0
"went there with family, food was very good but very expensive, kids enjoyed but wallet cried lol, overall ok ok",3,2023-03-09,english,0.0,0.0,food,20,short,0,111,5.55,0,0,0.0,0.85
"jhyau lagyo yo resturant ma, never going back",1,2022-03-28,code_mixed,1.0,1.0,hotel_restaurant,8,very_short,0,45,5.625,0,0,0.0,1.0
Jhol momo paisa vasool deal ho yaar Staff behavior was polite and ramro. Will visit again pheri. Delivery was fast and safe thyo. Delivery was fast and safe thyo. Delivery was fast and safe thyo. Service kasto slow thyo but okay. Will visit again pheri. I liked the atmosphere there ramailo thyo.,5,6/25/2022,code_mixed,1.0,2.0,food,52,medium,0,296,5.6923076923076925,0,0,0.030405405405405407,0.6346153846153846
Redmi Note was great tbh The color was nice. Shipping was fast. Service was a bit slow but okay. It was quite a busy day there. Maybe it will improve later. Price was high but fine. It was quite a busy day there.,5,2/14/2022,english,0.0,0.0,product,43,medium,0,212,4.930232558139535,0,0,0.04245283018867924,0.6744186046511628
trip was smooth. bus was on time. driver safe. leg room ok. thik cha journey,4,2023-10-30,english,0.0,0.0,transportation,15,short,0,76,5.066666666666666,0,0,0.0,0.9333333333333333
"Amazing experience at this hospital, doctors bahut helpful thiye, I highly recommend!",5,2022-03-12,code_mixed,0.0,0.0,services,12,short,1,85,7.083333333333333,1,0,0.023529411764705882,1.0
"yo cafe ko momo ekdam mitho mitho, sabai vanda best taste, highly recommend!!!",5,2022-09-08,romanized_nepali,1.0,2.0,food,13,short,1,78,6.0,3,0,0.0,1.0
"Sabai ko ko yo salon ko sevaye pasand aayo, dherai ramro cha, hola ma pani gayo, sanchai bhayo.",1,2025-05-10,romanized_nepali,0.0,0.0,services,18,short,1,95,5.277777777777778,0,0,0.010526315789473684,0.8888888888888888
"produkt quality so poor, stoped working in 2 days, refund denied, scam!!!",1,2022-07-16,english,0.0,0.0,product,12,short,1,73,6.083333333333333,3,0,0.0,1.0
"Khana dherai tasty thiyo, I loved it, price pani reasonable cha, amazing experience!",5,2025-05-27,code_mixed,0.0,0.0,food,13,short,1,84,6.461538461538462,1,0,0.023809523809523808,1.0
dami cha yaar the wifi router.. signal reach all room and speed is fast.. paisa vasool totally,5,2024-02-03,code_mixed,1.0,2.0,product,17,short,0,94,5.529411764705882,0,0,0.0,1.0
"Aaja, magical perfection transformation",5,2023-11-14,english,0.0,0.0,product,4,very_short,1,39,9.75,0,0,0.02564102564102564,1.0
"Purchased Suzuki Gixxer SF last year, zero regrets. smooth ride, looks premium, and mileage is decent",5,2/15/2023,english,0.0,0.0,transportation,16,short,0,101,6.3125,0,0,0.04950495049504951,1.0
Aaja ramro thyo.,4,2026-01-15,romanized_nepali,0.0,0.0,services,3,very_short,1,16,5.333333333333333,0,0,0.0625,1.0
"Ramro kaam cha, staff pani cooperative thiyo, I'm totally satisfied, will refer friends!",5,2024-06-07,code_mixed,0.0,0.0,services,13,short,1,88,6.769230769230769,1,0,0.022727272727272728,1.0
bathroom saaf chaina location central xa 🤯,3,9/28/2023,code_mixed,0.0,0.0,hotel_restaurant,7,very_short,0,42,6.0,0,0,0.0,1.0
Staff 556 vayo thikai ta Kasto ramro thyo tyo thau. Dherai kura haru ramro thyo. Sathi haru sanga gako thyo. Sathi haru sanga gako thyo. Kasto ramro thyo tyo thau.,3,6/12/2025,romanized_nepali,1.0,1.0,hotel_restaurant,30,medium,0,163,5.433333333333334,0,0,0.03680981595092025,0.5666666666666667
Best scooter!,5,2023-12-19,english,0.0,0.0,transportation,2,very_short,1,13,6.5,1,0,0.07692307692307693,1.0
Crab great quality overall tbh Delivery was prompt. Staf was bit slow. Staf was bit slow. Recived it late. The color looks nice.,4,6/21/2022,english,0.0,0.0,food,23,short,0,128,5.565217391304348,0,0,0.046875,0.782608695652174
"scooter test ride experience ramro thiyo, convinced immediately, purchase decision easy!!!",5,2023-11-26,romanized_nepali,1.0,1.0,transportation,11,short,1,90,8.181818181818182,3,0,0.0,1.0
yo charger broke in 3 days yaar.. 3 DAYS.. sala khattam product.. paisa waste,1,2024-10-24,code_mixed,1.0,2.0,product,14,short,0,77,5.5,0,0,0.05194805194805195,0.9285714285714286
service ekdamai baal thyo. waited waited waited. nobody came,1,2022-05-27,romanized_nepali,1.0,1.0,hotel_restaurant,9,very_short,0,60,6.666666666666667,0,0,0.0,0.8888888888888888
Aaja ma new shoes kinne plan thiyo. The sole came off after first use. The material was cheap. This brand is not reliable for daily wear.,1,2025-10-20,code_mixed,0.0,0.0,product,26,short,1,137,5.269230769230769,0,0,0.029197080291970802,0.9615384615384616
"yomari dekherai manchhe aakarsit huncha tara swad chai thik thyo matra, special kehi hoina. price pani thada cha quality ko compare ma",3,12/15/2022,romanized_nepali,0.0,0.0,food,22,short,0,134,6.090909090909091,0,0,0.0,1.0
"Amazing product, I highly recommend, dherai useful features cha, loved it!",5,2022-04-27,code_mixed,0.0,0.0,product,11,short,1,74,6.7272727272727275,1,0,0.02702702702702703,1.0
"Service pani decent cha, food quality okay, I guess it's fine.",3,2023-12-13,code_mixed,0.0,0.0,hotel_restaurant,11,short,1,62,5.636363636363637,0,0,0.03225806451612903,1.0
The location is perfect! 🏨 Right in the heart of the city. The rooms were clean and the staff was very helpful during check-in. ✨ Best deal for travelers! ⭐ 🙏,5,2026-02-10,english,0.0,0.0,hotel_restaurant,31,medium,1,158,5.096774193548387,2,0,0.02531645569620253,0.9032258064516129
"yo product value addition ekdum high cha, life easier banayo!!!",5,2024-12-08,romanized_nepali,0.0,0.0,product,10,very_short,1,63,6.3,3,0,0.0,1.0
The restaurant inside is actually quite good. had dinner there and it really did not disappoint at all,4,9/25/2022,english,0.0,0.0,hotel_restaurant,18,short,0,102,5.666666666666667,0,0,0.00980392156862745,1.0
"Cha bhanne yo airline service gayo, khana pani na milyo, thik na lago.",2,2023-02-11,romanized_nepali,0.0,0.0,transportation,13,short,1,70,5.384615384615385,0,0,0.014285714285714285,0.9230769230769231
not worth the pricee at all,2,2023-02-17,english,0.0,0.0,product,6,very_short,0,27,4.5,0,0,0.0,1.0
Onver Cab driver asked to pay in cash despite app showing digital payment option clearly. created an awkward situation,2,3/11/2024,code_mixed,0.0,0.0,transportation,19,short,0,118,6.2105263157894735,0,0,0.01694915254237288,1.0
"Service dherai fast thiyo, customer support pani helpful cha, product dherai unique aur innovative, I'm totally impressed!",4,2022-03-04,code_mixed,0.0,0.0,product,17,short,1,122,7.176470588235294,1,0,0.01639344262295082,0.9411764705882353
"Tootle bike requested during evening rush hour, waited 28 minutes before anyone accepted. When someone finally did, they called and said they couldn't find the pickup location even though it was clearly marked. Eventually had to cancel and take a local taxi. The app needs better driver navigation tools, this is not the first time this has happened. Fare was fair when it worked previously but reliability is the real issue here.",2,6/12/2023,english,0.0,0.0,transportation,72,long,0,430,5.972222222222222,0,0,0.011627906976744186,0.8888888888888888
"Maile yeh airline use garayo, experience dherai amazing thiyo, I love it.",3,2022-07-13,code_mixed,0.0,0.0,transportation,12,short,1,73,6.083333333333333,0,0,0.0273972602739726,1.0
"babbal hotel thyo, rom pani clean, view pani sundar, definitely recommend",5,2023-10-28,romanized_nepali,1.0,1.0,hotel_restaurant,11,short,0,73,6.636363636363637,0,0,0.0,0.9090909090909091
food thik thyo. price bit high for the amount you get but chalcha. vibe was nice tho,3,2024-05-09,code_mixed,1.0,1.0,food,17,short,0,84,4.9411764705882355,0,0,0.0,1.0
"Uff, hotel fire exit blocked, safety violation, death trap!!!",1,2024-07-20,english,0.0,0.0,hotel_restaurant,9,very_short,1,61,6.777777777777778,3,0,0.01639344262295082,1.0
"Yo salon ramro cha, mero khana sanchai bhayo.",2,2023-07-02,romanized_nepali,0.0,0.0,services,8,very_short,1,45,5.625,0,0,0.022222222222222223,1.0
Restaurant view jhyau!,5,2022-05-07,code_mixed,1.0,1.0,hotel_restaurant,3,very_short,1,22,7.333333333333333,1,0,0.045454545454545456,1.0
"Pizza at this Italian-themed place in Thamel — went with high expectations and left feeling mixed. The crust was properly thin and crispy which was good. Toppings were generous on one half but sparse on the other, which seemed like an accident. Sauce was tangy and nicely seasoned. Price was steep at Rs 1100 for a medium. Ambience was cozy with dim lighting and wooden furniture. Decent but too expensive for what you get honestly.",3,3/22/2023,english,0.0,0.0,food,75,long,0,432,5.76,0,0,0.023148148148148147,0.8266666666666667
Processor ramro experience vayo hai hai Pachi pheri try garchu. Sathi haru lai pani vanchu.,5,7/12/2024,romanized_nepali,1.0,1.0,product,15,short,0,91,6.066666666666666,0,0,0.03296703296703297,0.9333333333333333
temperature control comfortable,5,12/14/2023,english,0.0,0.0,hotel_restaurant,3,very_short,0,31,10.333333333333334,0,0,0.0,1.0
food was decent but very very oily,3,2024-03-18,english,0.0,0.0,food,7,very_short,0,34,4.857142857142857,0,0,0.0,0.8571428571428571
"Product chai okay cha, I guess it's fine.",3,2022-06-17,code_mixed,0.0,0.0,product,8,very_short,1,41,5.125,0,0,0.04878048780487805,1.0
"gym membership liyeko thyo, equipment new thyo ani trainers helpful thiye. worth the monthly fee honestly",4,5/11/2024,code_mixed,1.0,1.0,services,16,short,0,105,6.5625,0,0,0.0,1.0
"Aba rukhnu hos, yo clinic ko doctor le mero life bigardiyo, medical council ma report garchu. Thulo fraud hun sabai, treatment pachi jhan sick vaye mero.",1,2024-10-14,romanized_nepali,0.0,0.0,services,26,short,1,153,5.884615384615385,0,0,0.013071895424836602,1.0
Worldlink decent one ngl Actually I dont know. Price was high but fine. It was quite a busy day there.,3,7/5/2022,english,0.0,0.0,services,20,short,0,102,5.1,0,0,0.049019607843137254,0.95
"Severe allergic reaction from their dal bhat, ICU admit, Krishnarpan hypoallergenic menu available!!!",1,2023-01-30,english,0.0,0.0,food,13,short,1,101,7.769230769230769,3,0,0.04950495049504951,1.0
"Chya, chowmein ma glass piece, mouth injury, dangerous!!!",1,2023-03-17,code_mixed,0.0,0.0,food,8,very_short,1,57,7.125,3,0,0.017543859649122806,1.0
Dherai ramro experience vayo malai KATHMANDU-INN ma. KATHMANDU-INN ko hospitality ekdamai top notch chha ani KATHMANDU-INN ko rooms haru dherai luxury chhan!!! I would suggest everyone to stay at KATHMANDU-INN at least once. KATHMANDU-INN really knows how to take care of their guests with their amazing service and delicious food menu.,5,2026-02-01,romanized_nepali,0.0,0.0,hotel_restaurant,51,medium,1,336,6.588235294117647,3,0,0.18452380952380953,0.8431372549019608
nice delivery fast and good packing 👍,5,2024-10-03,english,0.0,0.0,product,7,very_short,0,37,5.285714285714286,0,0,0.0,1.0
Boots paisa vasool vayo k yaar Bholi pani janchu hola. Hijo gako thyo rati.,4,8/15/2025,romanized_nepali,1.0,1.0,transportation,14,short,0,75,5.357142857142857,0,0,0.04,1.0
Chito time ma resort check in gariyo. The room smelled bad and the AC was broken. Staff were unhelpful. This is the WORST RESORT in the hills!!! Do not book here ever. I demanded a refund and left immediately.,1,2024-12-28,romanized_nepali,0.0,0.0,hotel_restaurant,39,medium,1,209,5.358974358974359,3,0,0.09090909090909091,0.8974358974358975
Smartwatch 181 A54 babbal quality raixa yaar Price ali high thyo but worth it. Overall experience was thikai. I liked the atmosphere there ramailo thyo.,5,2/25/2022,code_mixed,1.0,1.0,product,25,short,0,152,6.08,0,0,0.03289473684210526,1.0
"Spectacular service outcomes, methodology proven, expertise unquestionable!!!",5,2024-02-29,english,0.0,0.0,services,7,very_short,1,77,11.0,3,0,0.012987012987012988,1.0
Courier 281 babbal quality raixa ni ta,5,3/28/2023,code_mixed,1.0,1.0,services,7,very_short,0,38,5.428571428571429,0,0,0.02631578947368421,1.0
"Product dherai nice cha, I loved it, amazing service pani thiyo, highly recommended!",4,2022-07-05,code_mixed,0.0,0.0,product,13,short,1,84,6.461538461538462,1,0,0.023809523809523808,1.0
"Ramro food, amazing experience always!",5,2024-12-01,code_mixed,0.0,0.0,food,5,very_short,1,38,7.6,1,0,0.02631578947368421,1.0
i booked room for 2 nights and then when i reached they said booking cancel bhayo bhanyo. cancel?? NO email NO call nothing. where do i sleep now bro. total bijog management,1,2023-03-29,code_mixed,1.0,2.0,hotel_restaurant,32,medium,0,173,5.40625,0,2,0.023121387283236993,0.90625
Recently visited the dental clinic at CITY-HEALTH. CITY-HEALTH was clean but CITY-HEALTH was very expensive for a simple cleaning. CITY-HEALTH dentist was polite but the waiting room was very noisy with kids playing everywhere!!!,3,2026-02-09,english,0.0,0.0,services,34,medium,1,229,6.735294117647059,3,0,0.17903930131004367,0.7647058823529411
"Customer care dherai worst thiyo, didn't help me, I'm very disappointed.",1,2022-09-15,code_mixed,0.0,0.0,product,11,short,1,72,6.545454545454546,0,0,0.027777777777777776,1.0
"Yeh taxi service pani fair cha, I'm fully satisfied, dherai ramro cha.",5,2023-08-19,code_mixed,0.0,0.0,transportation,12,short,1,70,5.833333333333333,0,0,0.02857142857142857,1.0
"Ani, checked stayed lodged resided inhabited occupied booked reserved confirmed guaranteed premium luxury five star deluxe suite accommodation lodging housing residence dwelling at internationally acclaimed globally recognized universally praised award winning certified hotel property establishment and every single aspect element component feature characteristic attribute detail facet dimension perspective angle exceeded surpassed outperformed transcended expectations anticipations hopes dreams imagination wildest fantasies, room suite chamber quarters space area was palatial enormous gigantic vast expansive massive huge colossal immense tremendous spacious roomy comfortable luxurious opulent lavish extravagant sumptuous plush, furnishings furniture fixtures fittings decorations ornaments embellishments adornments was elegant sophisticated stylish chic modern contemporary classic timeless beautiful gorgeous stunning magnificent, amenities facilities services provisions offerings was comprehensive extensive complete thorough exhaustive all inclusive, staff personnel employees workers team members were exceptionally outstandingly remarkably extraordinarily phenomenally professional trained experienced skilled knowledgeable courteous friendly helpful attentive caring dedicated committed passionate",5,2024-11-28,english,0.0,0.0,hotel_restaurant,145,long,1,1315,9.068965517241379,0,0,0.0007604562737642585,0.9793103448275862
"Ekdam besari ramro cha, huncha gardai cha, sabai le khana parecha.",5,2023-01-28,romanized_nepali,1.0,1.0,food,11,short,1,66,6.0,0,0,0.015151515151515152,0.9090909090909091
"Microbus ko time table thik thiyo, I liked it, fare pani reasonable cha, no issues.",2,2023-08-31,code_mixed,0.0,0.0,transportation,15,short,1,83,5.533333333333333,0,0,0.024096385542168676,1.0
"Hamro Patro app hang bhayo baar baar, frustrate bhaye",1,2025-02-15,romanized_nepali,0.0,0.0,product,9,very_short,0,53,5.888888888888889,0,0,0.03773584905660377,1.0
"NMB Bank ko online banking setup garna gako thyo, process dheraiii complicated thyo yaar. Token number, OTP, then security question — 3 layer paar garnu paryo. Counter ma bhaako dai le clearly explain garena, malai 2 patak bhannu paryo same instruction. Tara once setup bhayesi app chai smooth xa, transactions fast hunxa. Internet banking feature pani okay xa. Initial setup process matrai frustrating, rest is fine.",3,7/9/2024,romanized_nepali,0.0,0.0,services,66,long,0,417,6.318181818181818,0,0,0.02877697841726619,0.9393939393939394
"Mero mitra le khaneko thik bhayo, pani ekdam fresh thiyo.",3,2024-06-28,romanized_nepali,1.0,1.0,food,10,very_short,1,57,5.7,0,0,0.017543859649122806,1.0
sahi ho. thik cha. rramro experience ca !!,4,2024-12-02,romanized_nepali,1.0,1.0,hotel_restaurant,8,very_short,0,42,5.25,2,0,0.0,1.0
"product features ekdum advanced, technology latest, paisa vasool 100%!!!",5,2024-05-17,code_mixed,1.0,1.0,product,9,very_short,1,72,8.0,3,0,0.0,1.0
"ordered food waited 1 hour and half, called restaurant they said 10 more mins, waited 20 more mins still nothing, cancelled and went somewhere else, lastai kharab service, never ordering from here, jhyau lagyo sala",1,2023-08-04,code_mixed,1.0,3.0,food,35,medium,0,214,6.114285714285714,0,0,0.0,0.9142857142857143
"Room service at Hotel Annapurna, called at 11pm for tea and they arrived in 20 minutes. Staff polite. Mountain view from room was peaceful. Bedside lamp had loose connection flickering all night. Nice stay overall. 🙂💯",4,2/19/2023,english,0.0,0.0,hotel_restaurant,36,medium,0,217,6.027777777777778,0,0,0.03225806451612903,0.9722222222222222
room was dirty bro. bedsheet had stain. told staff and they just changed sheet only. floor still dirty. bathroom dirty. sala hotel. not worth the price at all,1,2024-09-30,code_mixed,1.0,2.0,hotel_restaurant,28,short,0,158,5.642857142857143,0,0,0.0,0.9642857142857143
"Aaja, purchased invested acquired obtained bought procured secured expensive costly pricey high priced premium luxury branded product item article commodity merchandise goods device gadget appliance equipment from supposedly allegedly purportedly reputedly authorized official genuine legitimate certified authentic verified trusted reliable seller dealer retailer distributor merchant vendor and within just merely only short brief limited minimal few days weeks period duration time span interval, product item article device started began commenced initiated showing exhibiting displaying manifesting presenting demonstrating signs symptoms indications evidence proof of serious critical severe major significant substantial considerable defects faults flaws problems issues malfunctions failures breakdowns errors bugs glitches, contacted reached communicated approached got touch with customer service support assistance help helpline hotline helpdesk call center and representatives agents staff personnel employees were extremely very incredibly unbelievably impossibly unhelpful useless incompetent ignorant clueless uninformed unaware unknowledgeable, provided gave offered presented delivered generic standard routine scripted rehearsed practiced memorized troubleshooting solutions fixes remedies recommendations suggestions that did not worked failed unsuccessful ineffective futile pointless",1,2023-06-21,code_mixed,0.0,0.0,product,165,long,1,1404,8.50909090909091,0,0,0.0007122507122507123,0.9696969696969697
"dal bhat ma keera thiyo, yo restaurant le license cancel garnu parcha, danger!!!",1,2023-07-23,romanized_nepali,0.0,0.0,food,13,short,1,80,6.153846153846154,3,0,0.0,1.0
"Spaghetti tasted bland, sauce felt watery and weird",1,2025-01-16,english,0.0,0.0,food,8,very_short,0,51,6.375,0,0,0.0196078431372549,1.0
"tailor ma kurta order gareko thyo, size slightly off aayo. re-alteration garna resist garo initially but finally fixed",2,10/18/2023,code_mixed,0.0,0.0,services,18,short,0,118,6.555555555555555,0,0,0.0,1.0
"Product ko quality ramro thiyo, but I'm not sure about durability, need more time to use.",3,2023-02-08,code_mixed,0.0,0.0,product,16,short,1,89,5.5625,0,0,0.02247191011235955,1.0
Webcam ramro experience vayo hai ni Bholi pani janchu hola. Bholi pani janchu hola. Pachi pheri try garchu. Malai ta ekdam man paryo. Malai ta ekdam man paryo.,5,9/30/2022,romanized_nepali,1.0,1.0,product,28,short,0,159,5.678571428571429,0,0,0.03773584905660377,0.6785714285714286
Clinic 428 lastai kharab thyo k Paisa dherai liyo tara thikai thyo. Tara pani thik thyo.,2,2/25/2024,romanized_nepali,1.0,1.0,services,16,short,0,88,5.5,0,0,0.03409090909090909,0.9375
so i booked a cleaning service and they came late and then they did not clean under the sofa and then i pointed and they said it is out of scope.. OUT OF SCOPE?? sala guff guff only no work.. lastai jhyau thiyo service.. paisa waste,1,2023-08-20,code_mixed,1.0,3.0,services,46,medium,0,232,5.043478260869565,0,2,0.04310344827586207,0.8260869565217391
Biryani 549 babbal quality raixa ho Will visit again pheri. Will visit again pheri. Delivery was fast and safe thyo.,5,1/31/2023,code_mixed,1.0,1.0,food,20,short,0,116,5.8,0,0,0.034482758620689655,0.8
"service provider response time ekdum fast, work quality perfect, must hire!!!",5,2024-08-28,code_mixed,0.0,0.0,services,11,short,1,77,7.0,3,0,0.0,1.0
"Bus service superb cha, clean vehicle, polite driver, I'll use it again, definitely!",4,2024-02-05,code_mixed,0.0,0.0,transportation,13,short,1,84,6.461538461538462,1,0,0.023809523809523808,1.0
"This product is unbelievably amazing, best best best quality ever seen!!!",5,2024-10-01,english,0.0,0.0,product,11,short,1,73,6.636363636363637,3,0,0.0136986301369863,0.8181818181818182
"came here twice already, the vibe is ok but they keep forgetting items in the order lol very annoying",2,2023-05-30,english,0.0,0.0,hotel_restaurant,19,short,0,101,5.315789473684211,0,0,0.0,0.9473684210526315
"Sekuwa platter was the highlight of the whole meal. marination was deep, char marks were perfect, achaar on the side was tangy and fresh. brought four friends and everyone was happy. will definitely come back for a larger group dinner sometime",5,8/5/2022,english,0.0,0.0,food,41,medium,0,243,5.926829268292683,0,0,0.00411522633744856,0.8536585365853658
nakhanu nai ramro thyo,1,2023-02-11,romanized_nepali,1.0,1.0,food,4,very_short,0,22,5.5,0,0,0.0,1.0
"Worst hotel ma experience, staff pani dherai rude.",3,2025-04-19,code_mixed,0.0,0.0,hotel_restaurant,8,very_short,1,50,6.25,0,0,0.02,1.0
Chowmein lastai ramro!,5,2023-03-08,romanized_nepali,1.0,1.0,food,3,very_short,1,22,7.333333333333333,1,0,0.045454545454545456,1.0
dal bhat quantity dherai tarkari mitho unlimited,5,4/6/2024,romanized_nepali,1.0,1.0,food,7,very_short,0,48,6.857142857142857,0,0,0.0,1.0
Cab service ramro!,5,2023-04-06,code_mixed,1.0,1.0,transportation,3,very_short,1,18,6.0,1,0,0.05555555555555555,1.0
"product ok cha tara delivery dherai slow thyo, next time local shop batai kinchu",3,2022-09-30,romanized_nepali,1.0,0.0,product,14,short,0,80,5.714285714285714,0,0,0.0,1.0
Very generic wording used for this service experience.,3,2025-10-12,english,0.0,0.0,services,8,very_short,1,54,6.75,0,0,0.018518518518518517,1.0
"Best breakfast spot, eggs benedict perfect, hash browns crispy, coffee strong!!!",5,2023-03-03,english,0.0,0.0,food,11,short,1,80,7.2727272727272725,3,0,0.0125,1.0
Chito MetroLine Transport book gareko during rush hour. MetroLine Transport MetroLine Transport MetroLine Transport le time manage gareko thiyo tara comfort average. Driver polite thiyo but vehicle maintenance medium level ko.,4,2025-02-08,romanized_nepali,0.0,0.0,transportation,31,medium,1,226,7.290322580645161,0,0,0.061946902654867256,0.7419354838709677
"Amazing product, kharidna chaiyo, trust me!",5,2024-11-05,code_mixed,0.0,0.0,product,6,very_short,1,43,7.166666666666667,1,0,0.023255813953488372,1.0
"servce was so slow, waited for houres, no one responsiv, waist of tim!!!",1,2024-11-11,english,0.0,0.0,services,13,short,1,72,5.538461538461538,3,0,0.0,1.0
"ok food, ok service, tbh nothing special but nothing bad either, just average",3,2022-12-09,english,0.0,0.0,food,13,short,0,77,5.923076923076923,0,0,0.0,0.8461538461538461
