review_text,review_date,rating,language_style,has_slang,slang_count
picture ma dekhako jasto saman chaina sab kuchayera pathako cha waste of money,29 Oct 2025,1,code_mixed,0,0
the packaging and the delivery time impressed me alot,27 Oct 2025,5,english,0,0
biscuit mitho cha. ,20-Aug-25,5,romanized_nepali,0,0
ramro n helpful product❤ ,4 days ago,5,code_mixed,0,0
thanks to daraz family to give us good products❤🥀,20-Jan-21,5,english,0,0
Quality Ramro xa Recommendable Genuine,25-Aug-25,5,code_mixed,0,0
quality chai ramro raixa socheko jastai paryo 👍😍,14-Jun-25,5,romanized_nepali,0,0
mero dry skin lai alik suit garena dry skin ko lagi ho but yo use garera mero nose sides ekdam dry vayo and moisturizer lauda polyo yo cleaner use garesi,1 week ago,4,code_mixed,1,1
Mero daraz ko worst shopping experience. Hijo order aayo aja use Garda asto Cha. yo vendor ko ramro review dekhera ata bata liyeko Saman ramro chaina bhane kina sale garnu.,20 Nov 2025,1,code_mixed,1,1
work soo well dherai ramro xa super clean feel hunxa Tara colour chai 2 ota hudo raixa ghi paxi ani Alik patalo xa,28-Aug-25,5,code_mixed,0,0
good quality.... loved it perfect size,19-Nov-25,5,english,0,0
didn't work as i expected.,19 Nov 2025,1,english,0,0
"ramro cha yo product, expectation meet garyo.Thank you! ",22-Jul-25,1,code_mixed,0,0
ramro xa,02 Sep 2025,5,romanized_nepali,0,0
Niceeeeeeeeeeeeeeeeeeeeeeeeeee,13 May 2025,5,english,0,0
quality 10/10 and looks is amazing &premium overall 9.5/10,13 Nov 2025,5,english,0,0
comes with little pouch... ekdam worth cha price anusar  ,12-Mar-25,5,code_mixed,0,0
better than expected,04 Nov 2024,5,english,0,0
Thank you Daraz,29 May 2024,5,english,0,0
lamo jasto product xa quality pani khoya jasto saman instant return gardako refund pani lenu manana yo saman kinna manxa fasyo,09 May 2025,5,code_mixed,1,2
quality ramro cha tara pana kam cha,23-May-23,5,romanized_nepali,0,0
Nice packaging,04 Jun 2024,5,english,0,0
very good products as expected,25-Jan-22,5,english,0,0
costing is so much high.....800 ma leako theyea second purchase ma 200 badaunu not a joke 😑😑,24-Jan-25,1,code_mixed,0,0
soceko jasto chai xaina but herum use garda kasto hunxa,17-Oct-25,3,code_mixed,0,0
jasto khojeko ustai paiyo thanks love it,13-Mar-25,5,code_mixed,0,0
nice bling bling 💎💠,5-Jan-26,5,english,0,0
basera phone charge garna navyaune lai 1dum best product ,19-Jul-25,5,code_mixed,0,0
I don't know why but size 43 (i.e 10) is same as size of 42 (i.e 9) . I guess you delivered me size 9 instead of size 10 . 💔,26-Sep-25,4,english,0,0
Saman dami lagayo address Pani mistake vayeko thiyo delivery dai le milayera laidinu vayo thank you,20-Jan-26,5,code_mixed,1,1
Slightly smaller than expected. Everything else is good. Packaging and delivery was good.,02 Jul 2025,3,english,0,0
Looks same as in picture....solid...my only concern is the plastic lead...Donno how long it lasts ...aru Saab thik cha quality...,25-Jul-25,4,code_mixed,0,0
ramro xa daii sound system ne ramro xa,10-Jul-25,5,romanized_nepali,0,0
"my package arrived safely. using it for the first time, let's see what happens",10 Mar 2025,5,english,0,0
Smaller than expected. otherwise good.,09 Mar 2023,4,english,0,0
My 2nd time purschased love love this product,29 Sep 2024,5,english,0,0
11:11 offer maa order cancel vako thyoo feri paxi  try garda  outoff stock vayoo tei ni saman aayaxa khusi laghyoo . Thank You Daraz and Ultima Nepal .  ,17-Nov-24,5,code_mixed,0,0
"The product got delivered quicker than expected 
The power bank feels heavy so I think it is good and the quality is good too
It includes a Ultima sticker too ",11-Jul-25,3,english,0,0
Nice shoes for kids ,4-Feb-26,2,english,0,0
Dry skin ko lagi thik cha yo cleanser,11 Sep 2024,5,code_mixed,0,0
It is good while you only put your sunscreen it works very well but it didn’t remove makeup easily,04 Jul 2025,5,english,0,0
i am very disappointed with the product u delivered. its veryyy mall in size plz return back it... this dish rack drainer with tray for kitchen is very small plz take it back.. i dont want this item.. very very much dissapointedd with this daraj online,12 Mar 2023,1,english,0,0
ramro xa,24 Jul 2025,5,romanized_nepali,0,0
yekdamai patalo xa aani aali ghochney khalko xa aani doesn't even exploit the skin fake product so disappointed i don't suggest this..😤,10-Nov-25,1,code_mixed,1,1
ati ko price ma product best xa . aru lai pni yo shoes lina suggest garxu yadi sasto ma ramro shoes khojdai hununxa bhane yo shoes best hune xa,9-Dec-25,5,code_mixed,0,0
testo Ramro Cain's,28 Feb 2023,5,code_mixed,0,0
mailai chai kei aali alii matra aauxa dukhnuu chai lasss dhuxa scrub garda.,18-Aug-25,5,code_mixed,0,0
Thank you packaging was great 😊 😃😊,28 May 2025,5,english,0,0
price anusar bestt !!,4-Nov-25,5,code_mixed,0,0
sneakers order garako Nike xa ta,15-Nov-25,1,romanized_nepali,0,0
Delivered as expected with good quality and fit for a small family.,28 Dec 2024,5,english,0,0
backup xaina,11-Oct-25,1,code_mixed,0,0
"Satisfied, seems good quality. ",31-Aug-25,1,english,0,0
Sano cha but i expected it to be small nai so its fine. Works fine 💖,26 Jul 2022,5,code_mixed,0,0
Saman deliver vanyara deakhako xa aako nai xaina k vako ho,30-Jul-25,5,romanized_nepali,0,0
according to the price the shoes is perfect also the delivery was so fast i got it under 24 Hours,11-Dec-25,5,english,0,0
Good in price haita,5-May-25,5,code_mixed,0,0
Thikai xa tara narmal am se lai kam xain,24 Dec 2025,5,code_mixed,0,0
As aspected txz a lot,2 weeks ago,5,english,1,1
"Tv ni hang hune type ko cha, no Free wall mount",17 Dec 2025,1,code_mixed,0,0
Tysm,9-Jun-25,1,romanized_nepali,1,1
same as shown.thank u daraz.,14-Nov-20,5,english,0,0
Okay,24 Jul 2025,5,english,0,0
thikai cha......used it.....found comfortable,7-Apr-25,5,code_mixed,0,0
Yekdam naramro.. waste of money,21-Dec-25,1,code_mixed,1,1
although one watch was scratched. stisfactory😌,29-Dec-20,4,english,0,0
Its good i like it 🫶 Price anusar thikai xa,23-Mar-25,5,code_mixed,0,0
Maile first time dazar bata shoes Oder gareko xu ani phone ma hereko jasto aako xa so I really like it over all is good 😊👍.!,14-Nov-25,5,code_mixed,0,0
love xa la,7-Aug-25,5,romanized_nepali,0,0
Saman chai ramrai xa colour nih vaneko jastai paye but kan ali dukhaudo raixa charge ani charge chai vaneko jati natikdo raixa. Anyway Thank you daraz team.,13 Aug 2025,5,code_mixed,0,0
nise,20 Sep 2025,4,english,0,0
aru kura bhanda thikai xa sabile use garda hunxa bhanxu,29-Aug-25,1,romanized_nepali,0,0
Received in well sealed condition!Using it for the first time!Hope it works like mentioned in reviews!,18 Jul 2025,5,english,0,0
k review dinnu afai tha paunu vayo hola malai yo sunglasses yeti maan parxa ki aile samma maile 10 choti order gaisakye xu,23 Sep 2025,5,code_mixed,0,0
patulo raixa,19-Nov-25,5,romanized_nepali,0,0
first time malai ramro saman paryo 😊,10 Aug 2025,5,romanized_nepali,0,0
ekdam safe tarika ley aaya ko xa maan paryo . thanku,30 Nov 2024,5,code_mixed,1,1
dherai ramro xa ekdam baabdal xak babaall,8-Dec-25,5,romanized_nepali,1,2
"looks good, feels far better than regular shoes ",18-Nov-24,5,english,0,0
Nice for women,08 Dec 2025,5,english,0,0
ramro ho kinda hunchha,28 Mar 2025,5,romanized_nepali,0,0
Thank you packaging was good,30 Nov 2025,5,english,0,0
the family went mad for this product it really good sablai suggest grxu,21-Nov-25,3,code_mixed,0,0
soche jasto kai hudo roina raxa k order gareko k aio photo ma arkai real ma arkai quality ne tati ramro xoina,16-Oct-25,5,code_mixed,0,0
Price According Ramro xa,2 weeks ago,5,code_mixed,0,0
ekdum man parayo,05 Mar 2025,5,code_mixed,1,1
good packaging and fast delivery.,26 Apr 2025,5,english,0,0
Balla yo wala Ramro paryo Arko set ma leko 3 piece kei kam nagarni I love it 🩷,21-Sep-25,5,romanized_nepali,0,0
ramro xa yo shoes kapda le safa grna milxa easy xa SAFA garna mero chora la dherai man paryo 🥰🥰🥰🥰,4 weeks ago,5,code_mixed,0,0
Socheko vanda ni ramro xa,13 Dec 2025,5,romanized_nepali,0,0
"lastai ramro xa ❤️❤️ekdam fine product ❤️on time , thanks for special keyring gift ❤️",22-Dec-24,5,code_mixed,1,1
Overall it's nice. Recommended.. ,17-Nov-24,5,english,0,0
Thorai paisama yetiramro aayo I’ma khusi xu😊 ,2-Aug-25,5,romanized_nepali,0,0
Best quality as mentioned...,22 Nov 2025,5,english,0,0
Pretty good as per price!! Xa,28-Jan-25,5,code_mixed,0,0
Ramro lagyo,18 Nov 2025,5,romanized_nepali,0,0
4 thari saman magyako 2 ota pathayo,5-Aug-25,1,romanized_nepali,0,0
overall product is good 👍 but charger nai thiye n,21 Dec 2025,5,english,0,0
Ramro xa aak dam .,11-Aug-25,5,romanized_nepali,0,0
Yettiko price ma yekdamai ramro ho . colour rww quality yekdamai ramro xaa . Totally worth it.,3 weeks ago,4,code_mixed,0,0
harsh on skin doesn't exploit as expected but great for lathering your body wash and soap,12 Oct 2025,5,english,0,0
Very poor quality bora jasto,14-Oct-25,1,code_mixed,0,0
babal xa tara raati chi na lgauana garo hunxa,11 hours ago,5,romanized_nepali,1,1
this is my 4th time purchasing .,29 Apr 2025,5,english,0,0
Yess got the parcel,22 Aug 2025,5,english,0,0
Price anusar quality dami xa 🔥,28-Sep-25,4,romanized_nepali,0,0
Price anusar ta thickai hola . Yo 20000 mah lekhe pani kam chai 10000mahko jati matra gari ra chha jasto lagchha malai . Iphone 14 ma 30% charge huda backup 100% bata ghatera 84% ma aako chha . Hisab lagau ta Hajur k ho? ,7 days ago,3,romanized_nepali,1,1
this shoes is lovely.. and 2 days lageko delivery huna Tara as I am a genuine buyer it's a genuine product I love it,15-Dec-25,5,code_mixed,0,0
lovely watches.,23-Jan-22,5,english,0,0
ramro xaa Mero skin Lai ni suiitt gariraxa❤️,31 Jul 2024,5,code_mixed,0,0
overall product quality is satisfed . But I found same product in Rs 1799 in daraz 11:11. so how this is happened.  If its actual price was same I had mention there then you have to refund amount which comes in difference between the prices. thank you ,12-Nov-24,1,english,0,0
it's better than expected,29-Sep-21,5,english,0,0
really like it! it feels very sturdy compared to other clear cases i've bought!,20 Dec 2022,5,english,0,0
expectations vs reality,31-Jul-25,5,english,0,0
Ramro xa. Worth it.,15-Oct-25,5,code_mixed,0,0
this is amazing I liked it ♥️thank you daraz🥰,24-Dec-20,5,english,0,0
Hijo order hanya aja ayo ramro xa product. ,22-Sep-25,5,romanized_nepali,0,0
Mero saman yesto aaipughyo change garnu paryo display gako xa,12 Jul 2024,1,code_mixed,0,0
I like these products thanks u I am really satisfied with these products so i will give 5stars 🥰,28-Sep-20,5,english,0,0
ramro xa sound halka sano xa,17-Nov-25,5,romanized_nepali,0,0
just received today. price anusar saman ramroo xa.,21 Nov 2025,5,code_mixed,0,0
"I really liked the product, smells weird though. Thank you for delivering it on time-I appreciate the prompt service",01 Dec 2025,5,english,0,0
nice shoes yo shoes kinda hunxà hai daàm anusar maal thik xa Malai tw daami lagyo,2 weeks ago,5,romanized_nepali,1,1
"good , but I'll review it later after using for while  ",15-Aug-25,4,english,1,1
Sano xa bt ramro xa,26 May 2024,5,code_mixed,0,0
thikx xa aru saman haru bhanda yo wla,27-Oct-25,5,romanized_nepali,1,1
Nice. Charges other quickly but takes time itself to be charged ,2 weeks ago,2,english,0,0
Loved itt,9-Nov-20,5,english,0,0
lastai rmro lgyo ❤️,20 Jan 2026,5,romanized_nepali,1,1
Ramro lagyo,03 Sep 2025,5,romanized_nepali,0,0
"kaam chaina. bekar ko saman. bora jasto cha material. alik besari safa garna khojyo bhane ghau nai parcha. tried once, aba use garnai darr lagyo. kasto kada cha fabric.",19-Sep-25,5,romanized_nepali,1,1
Awesome product. Helping me alot in everyday usages ,29-Oct-25,5,english,0,0
is it very good yo saman chai malai dherai nai man paryo hai aakdam ramro xa hai quality 👌,09 Sep 2025,5,code_mixed,1,1
so poor packaging chyatiyeko box ma halera pathaunu vako thyo ajhai ulto packaging garera,25-Nov-25,3,code_mixed,0,0
2 oota maga ko 1 ta aayexa paisa 2 ootai kai legeko xa,19-Dec-23,1,romanized_nepali,0,0
"Thikaixa, soche jasto chaii aayena🫣",22-Jul-25,5,romanized_nepali,0,0
Best at affordable price xa hai,27-Dec-25,5,code_mixed,0,0
Nice quality Paxi yellow ta hunxa hola But yetiko price maa quality babaal xa Fast delivery thanks to daraz and seller too,26-Jan-25,5,code_mixed,1,1
good product with reasonable prices  ,22-Jul-25,5,english,0,0
ramro 6,2-Sep-24,4,romanized_nepali,0,0
J sochya tei aayo so okay,09 Aug 2024,5,code_mixed,0,0
quality price anusar thikai ho vannu parxa yetiko,16-Aug-25,5,romanized_nepali,0,0
Ramraee cha,25 May 2023,4,romanized_nepali,0,0
low rise vanera leko ta hoina raixa...,17-Mar-25,5,romanized_nepali,0,0
28-29 ko order gareko 32-33 ko aaya xa😡,4-Feb-26,1,romanized_nepali,0,0
i have ordered 41 size shoe but I have received 40 size shoe what the healled,26-Jul-25,5,english,0,0
3 pic of 3 different sizes,12 May 2025,5,english,0,0
Nice one on this price range .but maile kine paxi rate ghatyo alik tanaab bho .,22 Jul 2023,4,code_mixed,0,0
as expected. love it 😍. the color Matches me too.,19 Mar 2025,5,english,0,0
👍️👍️👍️👍️👍️👍️👍️👍️👍️,19 Jul 2025,5,english,0,0
Looks nice thank you daraz … thanks seller.. product is awasome…,18 Nov 2025,5,english,0,0
product is damm goddd very vey satisfy,16 May 2025,5,english,1,1
just wow!!! can't express how I'm feeling like ksto majjako x k aja aayo Saman ani I used it...I didn't expect this it's just wow....,11-Nov-25,5,code_mixed,1,1
maile aspect gare thiena ki asle kaam grxa but i was socked asle ramro sng maila nikalxa🥰,4-Nov-25,5,code_mixed,0,0
Looks kinda thinner thn I thought but let's see,15-Nov-25,4,code_mixed,0,0
As expected best fit @this price,22 Jun 2025,5,english,0,0
Size 40 ko ali sano vayo size 42 ko painxa ki nai,24-Aug-25,5,romanized_nepali,0,0
price ko hisab le product thik xa Tara sound quality chai man parena ani product ma scratch xa Dubai side ma,30 Jun 2025,1,code_mixed,0,0
Best products,08 Jul 2025,5,english,0,0
balla xa hai guys,21-Sep-25,5,romanized_nepali,0,0
nic,10 Nov 2024,5,english,0,0
"TV hangs every time. Picture quality is very low, no details, stamps or any information in warranty card. There was no VAT bill, only Daraz Seller Center Bill. I tried to get the VAT bill, I called many persons but no one responded me well.",07 Oct 2024,1,english,0,0
"Photo ma dekhako vanda ramrai raixa, 100% satisfied",19-Jul-25,5,romanized_nepali,0,0
Knowledge line ho vane ramro xa quality ma farak cahi hudaina,04 Aug 2024,5,code_mixed,0,0
"Charging thikai hunxa , Ramrai charge tikxa , mailey Rs 1850 mah kinney , price anusar ko product Babal lagyo malai . If you are looking for the power bank and your the budget is around 2000 then go for it .  ",8-Jan-26,5,code_mixed,1,1
ramro xa quality,01 Sep 2025,5,code_mixed,0,0
Smells so gooddd ,22-Dec-25,5,english,0,0
nice smell kapda pani soft hunxa hand wash ra machine wash both ko lagi best option,28-Dec-25,4,code_mixed,0,0
looks ma ramro xa kahai safety Kati ko xa,27-Aug-24,5,code_mixed,0,0
Shirt ekdam man paryo thank you so much 😍,16-Mar-25,5,code_mixed,0,0
Ramro xa shoe n affordable price too🥰,14-Nov-25,5,code_mixed,0,0
nice dry fit fabric. multi coloured options,10 Nov 2025,5,english,0,0
really good quality and great pricing,13-Nov-25,5,english,0,0
Lets hope it lasts upto 6 months. ,18-Nov-25,3,english,0,0
Aspected,25 Sep 2024,3,english,0,0
Size sano hudo raixa hunata packet mai lekheko thiyo 240 tara yetti sano hola expect gareyko thina so only 3 star tara pad chai ramroo thiyo,07 Nov 2025,3,romanized_nepali,1,1
thikai xa tara socheko jasto size nahudo raixa,27 Jan 2023,3,code_mixed,0,0
good materials but size too small for 34 size ..,30 Apr 2025,2,english,0,0
Best for buying liquid detergent nice wash cheaper and best wash 😉,2 weeks ago,5,english,0,0
ramro raixa product garmi ko lagi best,8-Apr-25,5,romanized_nepali,0,0
thankyou daraz ..I jst love it😊,17-Oct-20,5,english,0,0
I loved your product ,10-Feb-22,5,english,0,0
always been purchasing this same n it never disappoints!,07 Oct 2024,5,english,0,0
kasto kapal jharyo mero ta yo oil le,24-Jan-25,1,romanized_nepali,0,0
Eakdam babal quality ❤️ Last man paro 🫶 Thank you s ,7-Oct-25,3,romanized_nepali,1,1
frrr,16-May-25,5,romanized_nepali,0,0
Wall mount chaina otherwise tv good condition,17 Nov 2025,5,code_mixed,0,0
Good as per price xa j sukai bhaye ni,17-Mar-25,5,code_mixed,0,0
"I recently purchased this power bank, and I'm extremely impressed with its overall performance. The build quality is awesome, and it feels very durable. The delivery time was excellent, arriving promptly as promised. Additionally, the packaging was awesome and kept the power bank secure during transit. I highly recommend this product to everyone. However, please note that it doesn't charge at the advertised 22.5 watts. Based on my experience, it charges my mobile at around 10 to 15 watts. Overall, it's an awesome power bank with fantastic quality and reliability ",14-Nov-24,4,english,1,1
ranrei xa,9-Jun-25,3,romanized_nepali,0,0
same to same aayo dherai ramro xa I am happy 😊 thanks..sabaile kinda hunxa dherai ramro xa,31-Dec-24,5,code_mixed,0,0
sarrai ramro aako xa 😍 price anusar ta jhannai lastai ramroo😍,1-Dec-25,5,romanized_nepali,1,1
Gg,15 Nov 2025,5,english,0,0
Pani chirdo raixa,30-Nov-20,1,romanized_nepali,0,0
photo ma dekha ko jastai xa akdam high quality ko xa 🤗🤗🙏🇳🇵so tnk u so much draz,26 Oct 2025,3,code_mixed,1,1
nice ekdamai fit vayo damm anusar ko ramro xa,10 Jul 2025,5,romanized_nepali,1,1
Dami xa price anusar vanda dheraii naii babal xa. nasochi kinda hunxa yetiko ramro paudaina thoraii price ma.,28-Jul-25,5,romanized_nepali,1,2
Pricewise fine but didn't last long,23-Jan-22,5,english,0,0
"time ma tha payiyo, tara aba khana darr lagira xa 🤣🤣🤣 ",10-Oct-24,5,romanized_nepali,0,0
price anusar chita bujdo xa,18-Jun-25,5,romanized_nepali,0,0
babal xa hai,6-Feb-25,5,romanized_nepali,1,1
just got the product.packaging pani ramro xa futya leak kei xainaa. all i hope from this product is to make my hair condition better❤️,3-Nov-25,4,code_mixed,0,0
Perfect shoes underbudget,21-Jul-25,5,english,0,0
Doesn't support other utensils.,03 Apr 2024,1,english,0,0
use many times.. dherai patak pani kini sake raamro xa,28-Jul-25,5,code_mixed,0,0
ekdam nai ramro xa...... delivery pani within 2days ma nai vayo ani so satisfied k...,09 Nov 2025,5,romanized_nepali,1,1
Poor quality of this product Like a raincoat Bed ma basepachi sew sew bajeko bajai garne ani bedsheets sareko sarai ☹️☹️,13 Nov 2021,1,code_mixed,1,1
dherai ramro thank you daraz well packaged ❣️🙏,14 Nov 2025,5,code_mixed,0,0
"ramro ta xa, tara kapda allo polne type ko xa",5-Aug-25,5,romanized_nepali,0,0
not as expected,15 Dec 2022,3,english,0,0
giod but little small,13 Jan 2024,5,english,0,0
maile bholi palta nai received gare . dekhda Ramro XA . Ek choti power bank full charge gare paxi I think yesle 5000mah KO mobile KO battery 3 choti samma full Garxa. ,6-Jan-26,4,code_mixed,0,0
fine. grt.,03 Dec 2025,5,english,0,0
ramro raixa💐,04 Nov 2025,5,romanized_nepali,0,0
packaging was superb...ani product ni ramro xa..gonna buy soon again.. thanks.timely deliver vayo,20-Feb-25,5,code_mixed,0,0
2 din am light balna chhodyo.  ,4-Aug-25,1,code_mixed,0,0
Not bad size small xa,16 Jan 2024,3,code_mixed,0,0
halka tight vayo but good product masta comfort xa,11-Jun-25,5,code_mixed,1,1
ramro chha ma sadhai use gariraxu weight loss journey ma,28-Dec-25,5,code_mixed,1,1
Ramro xa hamro ma use garna lako 1 year jati bhayao,07 Mar 2025,5,code_mixed,0,0
Delivers what's shown.,13 Apr 2025,4,english,0,0
The gloves is as shown as in the photo . It exfoliates very nicely,04 Nov 2025,5,english,0,0
one of the best products ever💜😻.,19 Nov 2024,5,english,0,0
"Speaker bigryo kyarkyar garyo vanera naya kineko, bigreko vanda ni khatam quality.",2-Feb-26,1,romanized_nepali,1,1
Loved it!!!,14 Nov 2025,4,english,0,0
"Very Fast delivery. Thank U Daraz as well as Ultima for fastest delivery. Arrived on 1 day after ordering. Overall, everything is best. Fully satisfied Ultima. ",17-Sep-25,5,english,0,0
This grooming brush is easy to hold and gentle on fur. It removes loose hair well and keeps pets clean and comfortable. Good for daily brushing for dogs and cats easily.,5-Feb-26,3,english,1,1
loved this product,6-Aug-25,5,english,0,0
Ramro xã it's worthy,10-Oct-23,5,code_mixed,0,0
"Good product, Loved the moisurizer. Well packed, & got delivered oon time. Its my second purchase for the cleanser, & moisturizer too. Co derma is affordable, as well as suits my skin. Thank you Daraz",06 Jul 2025,5,english,0,0
Ekdam Dami raix manxe haru vayera langa vayo,19-Jul-25,5,romanized_nepali,1,1
Thikxa aru sabai tara Dhakan dhuna garo xa,24-Jul-25,4,romanized_nepali,0,0
"Liked the product, got exactly what I needed best for mass gainer as well as for whey . loved it.",28-Jun-25,5,english,0,0
"Tara Ali smell maan parena. """,11-Apr-25,1,code_mixed,0,0
ramro Lago Ani smell Pani ramro nai Cha .. packing Pani ramro Cha,27-Mar-25,5,romanized_nepali,0,0
yo Pani ramrai xa Tara teati mahilo nikhaldaina jasto xa ani ma vijako sano hudho rayexa tei ne thikae xa jali jasari use garnu chae..,15-Oct-25,4,romanized_nepali,1,1
ramro xa chulo,30 Nov 2023,5,romanized_nepali,0,0
Nice product good Colette 🥰,29 Mar 2025,5,english,0,0
Ramro,26-Mar-22,5,romanized_nepali,0,0
very nice  ani amaizing quality babal,7-Dec-25,1,code_mixed,1,1
one of the worst products I ever buy from daraz .Yoh saman kasailey ni na kinnu hola Yoh store Bata. steel ko vada majhni jaali ley jhoteko jasto hunxa .,28-Jul-25,5,code_mixed,0,0
ekdamai ramri lagyo shoes chai jhan teii mathi seller lai ni dhanyabaad chadai deliver gardinu vaye ko ma.,4 weeks ago,5,romanized_nepali,0,0
"Awesome product,, i'm sooo happy 😊",28 Mar 2025,5,english,0,0
Nice quality I really liked it. Must recommended,11 Aug 2025,5,english,0,0
ramro lagyo 🤗,4-Jan-25,5,romanized_nepali,0,0
Nice Thnk uh daraz😊,03 Sep 2025,5,code_mixed,0,0
"Packaging ta multi layer, daro nai thyo but seal ramro raina raichha, package receive garda bahira nai smell aairathyo, bhitra spill bhako raichha as you can see on the wrapper. Anyways this is my order review, aba product use garesi will share the experience.",24-Jan-25,1,code_mixed,0,0
good for ezfoliating skin,11 Aug 2025,5,english,0,0
sound quality is best but ear chai pain Gardo rahexa halkaa fit nahune,24 Aug 2025,4,code_mixed,0,0
thikai cha tyasto kharba ni xaina ,22-Jan-26,5,romanized_nepali,0,0
Studdds Raider Helmet so good,14 Nov 2024,5,english,0,0
price anusar product ramro lagyo,4 weeks ago,5,romanized_nepali,0,0
it is very useful ❤️🙏 thanks daraz,24 Nov 2025,5,english,0,0
it's a fake produck,4 weeks ago,1,english,0,0
Very food quality product. Obtained as expected. Thank you!!! Dherai maya,28-Jan-26,5,code_mixed,0,0
packaging dekhe delivery everything is good charge ni bhayeracha aba kei months use garira i will keep further updates about product. ,19-Dec-24,5,code_mixed,0,0
eakdamai ramro xa book dekha ko jostai hard cover ma,17 Nov 2025,5,code_mixed,1,1
Price aanusar mobile ko cover ramro chha but cover ko price vhanda delivery charge aali kati mahago vayo nii love it 🫶,17-Jun-25,5,code_mixed,0,0
Durable product. Will get scratched but its good for the kids as can be wiped with wet towel. Thats how I do it. Rmaro lagyo,4-Feb-26,5,code_mixed,0,0
worst thing ever purchased it burned my skin and didn't even exfoliate,30 Aug 2025,1,english,0,0
Daraz le review deko ma hami lai kai benefits aaune system banaunu parxa abo.,21 Sep 2024,5,code_mixed,0,0
tikkai xa,31 Dec 2025,4,romanized_nepali,0,0
Product is good but received 2 different sizes and different colors with patterns but ordered plain ones.,07 May 2025,4,english,0,0
100/100,18 Jul 2024,5,english,0,0
Thankyou so much 🙂 does its work perfectly... self clean bhakole dherai easy hune raicha 🥰 ,10-Jun-24,5,code_mixed,0,0
It said 13 but I got only 12. Nevermind the brushes were softt and nice❤️ ,8-Aug-25,5,english,1,1
"nice, tara powerbank charge huncha time chai lagcha ekdamai. yo powerbank lai chai kati watt ko charger le charge garnu parcha? any type c le milcha ki esmai aune le garnuparcha? ",14-Nov-24,5,code_mixed,0,0
amazing shoes,30-Nov-25,4,english,0,0
It’s good🤍 ani sabiale kina paxi siddiyo bhane lyang hunxa ,28-Mar-25,2,code_mixed,1,1
"Thankyou Daraz for the smooth delivery, the product looks genuine. Will update about the changes it did to my skin after few months.",19 Nov 2025,5,english,0,0
Powerbank dami xa sab le leya hunxa price anusar kati tikcha tyotachina Tara resently  use garda ta babal xa.  ,4 weeks ago,5,code_mixed,0,0
nice packaging..... delivery socheko vanda ni xeto aayo.....aaba use gare paxi tesko review share garxu,19-Nov-25,4,code_mixed,0,0
ramro x tar smell vayena 😊😊 ,29-Nov-25,5,romanized_nepali,0,0
King size vaneko fitting nai vayena Ali Kati side ma napugne raixa but quality ta ramrai xa,10 Mar 2025,5,code_mixed,0,0
thank u seller my boy loved this shoes,13-Jun-24,5,english,0,0
biscuit mitho cha.,20-Aug-25,5,romanized_nepali,0,0
bbl xa keychain Pani euta damee xa best ❤️‍🩹❤️,15-Dec-24,5,romanized_nepali,1,1
buy 4 get one free lekheko thiyo but haina raxa 4 piece matra aayo🙄🙄,13 Aug 2025,5,code_mixed,0,0
ramro xa Tara black colour ma deko vaya best huntheo,15-Nov-25,4,romanized_nepali,0,0
Soft and as shown in picture. Liye huncha dhukka le,3 weeks ago,5,code_mixed,1,1
size naii ramrari fit vayana taa yo Luga refund kasari garni ho yo..,23 Apr 2025,1,code_mixed,0,0
I want to return the product but return refund wala process kina complete hudaina ...Kati garisake maile..plz help gardinus na return garna,16-May-25,5,code_mixed,0,0
Pahila yeuta magathe ramro lage thiyo Teti bela handwash free aako thiyo yaspali 3 ota magaunda yeuta pani aayana,11-Nov-25,5,romanized_nepali,0,0
Halka havey xa,5-Nov-25,3,code_mixed,0,0
Didn't work as expected. dherai nai halnu parcha kapda safa huna. 10ml le light load lai pugdaina cloth doesn't come as clean as expected. almost similar to other detergents out there just a bit affordable. luga majjale dhuna chai 70 80 ml nai chaincha.,22-Sep-25,4,code_mixed,0,0
right side ko bottle maile paila use gareko hair oil ho tara yo left side ko aaile naya liko bottle ho tara aaileko ma kunai label nai xina scam ho ki k ho??,11-Nov-25,5,code_mixed,1,1
expected quality ❤️,8-Aug-25,5,english,0,0
Nice vfm,30 Jan 2026,5,code_mixed,0,0
Thik xa,19-Nov-25,5,romanized_nepali,0,0
Thank you ❤️ Ramro product xa☺️,6-Jan-23,5,code_mixed,0,0
I likeeeeittt,19 Dec 2025,5,english,0,0
thekaix 💚,23 Sep 2024,4,romanized_nepali,0,0
very nice 👍 products ii like it ☺️,22 Nov 2024,5,english,0,0
I bought this at 1759 on 11:11 offer. Price anusar thikkai ho. Bela bela fast charging (Input/output) garda halka heat bhako bhetye otherwise product get the job done. ,12-Dec-24,1,code_mixed,0,0
Didn't try yet but packaging is good and delivered in just 1 day,14 Oct 2025,5,english,0,0
I liked the product very much. better than expected  ,19-Nov-24,5,english,0,0
Ramro lagyo socheko Jastai ayo thank you,19-Nov-25,5,code_mixed,0,0
Dekhaune eauta pathune arko saman tyo ni purano futetuteko,12 Jul 2025,1,romanized_nepali,1,1
i think i got the fake product it doesn't have hologram sticker.,28 May 2025,5,english,0,0
Looks ok . ramro quality need to wait for few months  ,4-Mar-24,3,code_mixed,0,0
first choti try gareko ramro results derax,30 Dec 2025,5,code_mixed,0,0
sano xa size aaru tah thikaii hoi,03 Dec 2025,5,romanized_nepali,0,0
