review_text,rating,date,language_style,has_slang,slang_count,domain
so i booked a cleaning service and they came late and then they did not clean under the sofa and then i pointed and they said it is out of scope.. OUT OF SCOPE?? sala guff guff only no work.. lastai jhyau thiyo service.. paisa waste,1,2023-08-20,code_mixed,1,3,services
Thukpa soup thik thiyo tara noodles overcooked jasto lagyo,2,2025-01-25,code_mixed,1,1,food
Newari khaja plate dheraiii mitho thiyo tara portion ali sano lagyo ni,4,2025-01-08,romanized_nepali,1,1,food
nope never again,1,2022-12-04,english,0,0,hotel_restaurant
bad bad sevic,1,2025-01-09,english,0,0,services
bus seat was very very uncomfortable. hard hard seat bro. my back ached whole journey. at least reached on time,2,2024-11-04,code_mixed,0,0,transportation
"delivery late aayo product pani damaged thiyo, paisa vasool bhayena",1,2022-07-19,code_mixed,1,2,product
went to this clinic. doctor ne dhyan dina nai mana. 5 mins ma baahira nikala. paisa waste time waste.,1,2024-03-12,code_mixed,1,2,services
earphone quality ramro cha. bass dami cha. price pani thik cha. sahi ho purchase,5,2024-01-23,romanized_nepali,1,3,product
honestly this shop is babbal. found everything i needed. staff helpful and price reasonable. ramro shop cha yar 😊,5,2023-12-12,code_mixed,1,2,product
not bad not great. chalcha. thik cha service for the money,3,2024-07-18,code_mixed,1,2,services
room vibe cool cool wall art nice nice bed soft soft window big big i feel like hero lol ramro dherai ramro stay,5,2024-11-11,code_mixed,1,1,hotel_restaurant
i call repair guy and then he come latee latee and check sloww sloww and say part bad bad and ask expensivee expensivee fee but fix no fix still same same issue very bad very bad service paisa waste paisa waste overall lastai jhyau thiyo,1,2024-10-10,english,0,0,services
i book room cheap cheap think ok ok but when go there wow wow room big big bed soft soft smell fresh fresh staff smile smile i say ramro dherai ramro they laugh laugh night calm calm sleep deep deep best stay best stay,5,2025-05-25,code_mixed,1,1,hotel_restaurant
khana aayo thanda. thanda khana kasari khane. totally not worth the price,1,2024-09-25,code_mixed,0,0,food
service fast fast and help nice nice sahi ho,5,2022-07-07,code_mixed,1,1,services
wastee,1,2023-03-14,english,0,0,product
food portion very sdmall. price very high. not worth not worth. never ordering again,1,2024-09-19,english,0,0,food
bus driver was so careful and bus was new model and ac was working perfect.. babbal trip babbal service.. sahi ho,5,2023-07-27,code_mixed,1,2,transportation
staff were so helpful and kind. they helped us with bags and everything. ramro dherai ramro.,5,2023-09-12,code_mixed,1,1,hotel_restaurant
bag color nice nice but chain weak weak,3,2025-04-04,english,0,0,product
this is very bad,1,2023-07-07,english,0,0,services
app crashed 3 times while checkout bro. finally went through and then i was charged twice. bank shows 2 charge. and then support le 3 days ma solve garcha bhanyo. baal app. jhur system. this is very bad. paisa kaatyo mero,1,2023-08-27,code_mixed,1,2,services
bus driver drove well. no speeding. polite to passengerss. bus was clean. good trip 😊,4,2024-07-04,english,0,0,transportation
"paisa waste bhayo, product quality zero cha",1,2023-03-19,romanized_nepali,1,2,product
total bijog,1,2024-06-19,romanized_nepali,1,1,hotel_restaurant
"JBL speaker battery drains fast, bit disappointed",2,2025-02-19,english,0,0,product
ramro service cha. called for help and they came in 30 mins. technician was polite. fixed fast. did not charge extra. sahi ho. this is how service should be. recommended bro.,5,2024-04-22,code_mixed,1,2,services
nice nice place. food good. service fast. will come again,4,2023-09-03,english,0,0,food
bought earphones from here. sound is good and price was reasonable. thik cha. ok ok.,3,2022-12-30,code_mixed,1,1,product
sahi ho this bus service yaar.. on time and clean bus and nice driver.. chalcha totally chalcha,5,2023-06-16,romanized_nepali,1,2,transportation
"thik cha price ko lagi, not expecting much more tbh",3,2022-05-04,english,0,0,food
went to this parlor and they burned my hair yaar.. BURNED.. i came for a simple treatment and my hair is now damaged.. sala lastai jhyau thiyo.. paisa waste and hair also gone.. bijog service bijog,1,2023-09-01,code_mixed,1,4,services
"resturant ko atmosphere ramro thiyo but food ekdamai average thiyo, paisa waste bhayo lagyo",2,2023-01-12,code_mixed,1,1,hotel_restaurant
yo microwave aayo and then day 1 ma nai turning plate broke. and then heating uneven cha. and then i checked reviews and then 10 other people have same problem. company knows and does nothing. this is very bad. baal product. paisa waste paisa waste. khattam brand,1,2023-04-24,code_mixed,1,3,product
"sahi cha sahi, mitho khana ramailo staff",5,2022-12-10,romanized_nepali,1,3,food
service very veey slow. waited 40 <inu$es for juct tea. 40 jinuHes bro. whaR is this. never f*ming baxk to this resrIrant,1,2023-12-05,english,0,0,hotel_restaurant
coffee mitho and vibe ramailo. small place but but cozy type. ramro dherai ramro tbh ☕,5,2023-07-07,code_mixed,1,2,food
delivery came after 2 hours!!! i called 3 times and they said 10 mins 10 mins 10 mins. khattam service.,1,2023-10-05,code_mixed,1,1,services
jhur cha yo product. bhangiyo first week ma nai. paisa waste total,1,2023-03-28,romanized_nepali,1,2,product
"AC noise lastai disturb garyo, sutna garo bhayo",2,2025-02-09,romanized_nepali,1,1,hotel_restaurant
bro i cannot believe this. i stayed at this hotel 3 nights right. and then first night was ok. second night the neighbor room had party till 4am. called reception and then they said they will handle bhanyo. nothing happened. 4am party still going. and then 3rd morning i woke up and then my bag was missing. not stolen just misplaced by cleaning staff. they put it outside room by mistake. but bro. i was scared. my laptop was in there. and then manager came and then said sorry but no compensation nothing. baal hotel management. and then checkout time there was extra charge on bill for 'mini bar usage'. I DID NOT USE MINI BAR. sala. had to fight 20 min to remove that charge. total bijog experience. lastai jhyau thiyo. never staying here again and warning all my friends,1,2024-05-14,code_mixed,1,4,hotel_restaurant
paisa vasool thiyo,5,2024-05-06,romanized_nepali,1,1,food
"product use gareko 1 hapta pachi break bhayo, quality lastai kharab, paisa waste bhayo, baal chalcha yo",1,2023-07-27,romanized_nepali,1,3,product
nice 🔥,5,2024-09-17,english,0,0,product
bro just go here. food is babbal. best burger i had in ktm. juicy juicy and fresh. price is fair too. highly recommend 🔥🔥,5,2024-02-04,code_mixed,1,1,food
sala this product is khattam yaar.. bought pen and ink finish in 2 day.. 2 DAY ONLY.. paisa waste paisa waste.. lastai jhyau,1,2023-05-05,code_mixed,1,3,product
"product ramro dherai ramro, color dami and fit thik cha. not expensve so paisa vasool bro 🔥",5,2024-05-06,code_mixed,1,3,product
so we went there for anniversary dinner and the table was dirty when we sat.. dirty table yaar.. and then we asked them to wipe and they used a wet dirty cloth.. DIRTY CLOTH.. and then the food came late and was also not mitho.. sala bijog service.. paisa waste time waste.. overall lastai jhyau thiyo.. never going back never,1,2024-04-19,code_mixed,1,5,hotel_restaurant
"thik cha delivery, not too fast not too slow",3,2024-11-04,english,0,0,product
service slow and slow again. jhyau lagyo but ok,3,2024-06-16,code_mixed,1,2,services
food was decent but serving size was very small. small small portion for big price. not coming back. feel cheated bro,2,2023-09-14,english,0,0,food
staff was rude and slow. resturant was dirty. food was overpriced. khattam experience.,1,2023-10-30,code_mixed,1,1,hotel_restaurant
ride cheappp but seat dirtyy dirtyy lol. not worth,2,2023-11-11,english,0,0,transportation
cafe was cute. loved the decor. matcha latte was dami. price a bit high but worth it for the aesthetic 📸,4,2024-01-15,english,0,0,food
sahi ho this sunscreen yaar.. non greasy and works good.. ramro product ramro,5,2024-02-21,code_mixed,1,2,product
another long tale long tale i buy this thing cause ad loud loud hype hype i think wow wow must good must good so click click pay pay wait wait box come i rush rush open open and then shock shock build cheap cheap sound creak creak screen dull dull this is very bad this is very bad i tap tap no fast no fast app lag lag jhyau jhyau full jhyau full jhyau i say why why why paisa waste time waste paisa waste time waste never buy never buy overall lastai jhyau thiyo,1,2024-12-31,code_mixed,1,2,product
i go there and then see crowd and then think oh no but seat get and then eat and wow taste ramro dherai ramro i tell bro come here come here this place good good not joke paisa vasool for sure,5,2024-10-10,code_mixed,1,2,hotel_restaurant
room ka curtains broken thya. tv remote battery thiyena. these are small things but for that rate expected better. ok stay overall,3,2023-07-25,code_mixed,0,0,hotel_restaurant
"service dherai slow thiyo, staff le pani dhyan dena ta, hamro table ma 15 min samma koi aena",1,2022-06-20,romanized_nepali,1,1,hotel_restaurant
rudee guy,1,2022-04-17,english,0,0,services
Ride sharing app kept crashing during booking,2,2025-03-07,english,0,0,transportation
yo blanket ko quality ekdam jhur cha. photo ma fluffy dekhiyeko but actual ma flat and thin. cold ma kaam nai gardaina. i don't like this trash product. paisa waste,1,2023-08-04,code_mixed,1,2,product
tbh the food was just okay.. mitho but small portion.. paisa thoda bढी cha,3,2023-07-22,code_mixed,1,1,hotel_restaurant
dami dal bhat cha. ghee halieko. achar ramro. side dish pani. value for money. sahi ho 😋,5,2024-09-02,romanized_nepali,1,3,food
taxi dai was polite and ride smooth. ramro dherai ramro and no stress,5,2025-09-09,code_mixed,1,1,transportation
dami dami cha this bag yaar.. strong zip and good space inside.. bought for college and it is perfect.. paisa vasool,5,2024-08-14,code_mixed,1,2,product
this is very bad very bad net drop drop and call cut cut i hate this trash i hate this trash,1,2024-08-18,english,0,0,services
not worth the hype bro not worth,2,2023-09-27,english,0,0,food
ticket kino online but seat was wrong. garo complain but nobody listen. paisa waste time waste bro.,1,2022-06-15,code_mixed,1,2,transportation
"services kharab kharab, helpline ma call gareko koi uthaena, email gareko reply aena, lastai jhyau",1,2022-06-08,romanized_nepali,1,2,services
paisa waste time waste lastai jhyau thiyo yaar,1,2023-01-28,romanized_nepali,1,3,food
"ramailo thiyo hotel, room safa thiyo, aauchu feri definitely",5,2023-11-30,romanized_nepali,1,1,hotel_restaurant
ok ok thik cha. delivery was little slow but product came good. average experience,3,2023-03-12,romanized_nepali,0,0,product
"good good trip overall, driver helpful thiyo",4,2024-05-27,code_mixed,1,0,transportation
"Buff curry order gareko thiyo, aayo chai ali chiso jasto, taste thik chha tara lastai oily lagyo",3,2025-01-04,romanized_nepali,1,2,food
driver ley route change garyo bina bhanai. ani extra charge garyo. baal cha yar,1,2023-07-28,romanized_nepali,1,2,transportation
We;ivery dherai sl8w thiyo. waiY wsit wait garna paro. lastai frustrating,2,2024-02-28,code_mixed,1,2,transportation
nice vibe tbh 😍,4,2023-04-29,english,0,0,food
Cab driver was respectful and drove safely,5,2025-03-04,english,0,0,transportation
"dami dami cha ekdamai, paisa vasool 🔥",5,2024-03-07,romanized_nepali,1,2,food
i booked room for 2 nights and then when i reached they said booking cancel bhayo bhanyo. cancel?? NO email NO call nothing. where do i sleep now bro. total bijog management,1,2023-03-29,code_mixed,1,2,hotel_restaurant
average average. nothing to write home about. food ok service ok price ok. just ok,3,2022-08-07,english,0,0,food
avg tbh,3,2023-09-11,english,0,0,food
"went to this place for lunch. waited 15 mins for someone to take order. and then food came wrong like wrong item bro. told them, they said ok will fix. waited another 15 mins. then they brought wrong item again. SAME WRONG ITEM. I don't know how. at this point I just ate and left. paisa waste bhayo. jhyau lagyo ekdamai. baal place cha. lastai baal. never going again",1,2024-04-17,code_mixed,1,4,food
"babbal cha yo place, dherai ramro ramro vibe 😍",5,2022-09-08,romanized_nepali,1,2,hotel_restaurant
the gym trainer was really helpful. showed correct form. patient with beginners. clean equipment too. dami service cha 🔥,5,2024-10-08,code_mixed,1,1,services
"product photo ma ramro dekhiyeko but actual item was totally different. color different, size different. utter jhur. return policy pani sakkyo bhanyo. i don't like this trash shop",1,2024-08-16,code_mixed,1,2,product
umm delivery was fine. but packaging was bad. item was just wrapped in thin plastic and then dented corner aayo. works still but was disappointing,2,2023-08-22,english,0,0,product
khatrai thiyo experience. stff cooperative thiyo ani khana pani mitho thiyo. dherai ramro,4,2024-03-22,romanized_nepali,1,2,hotel_restaurant
ramro cha this shop yaar.. quality products and price is also okay.. sahi ho sahi ho,5,2024-09-21,code_mixed,1,2,product
sahi ho yaar ekdamai khatrai service,5,2025-01-27,romanized_nepali,1,2,hotel_restaurant
snacks were fresh and yummy. price was fair. will buy again. dami cha. 🔥,5,2023-01-19,code_mixed,1,1,food
service was fast and staff was helpful. thik cha. would use again,4,2022-12-19,english,0,0,services
babbal cha yo momo shop yaar.. always mitho always hot.. and the achar is also dami.. paisa vasool every time paisa vasool 🔥,5,2024-01-27,code_mixed,1,3,hotel_restaurant
ok so this is my second time at this hotel and it was better than first time. room was clean. staff nice. breakfast was bit less but thik cha. would come again maybe 😊,4,2024-02-06,code_mixed,1,1,hotel_restaurant
nice taste bro 🔥,5,2023-08-20,english,0,0,food
tbh the delivery was late but the food was hot and good. so i give 4 stars. sahi ho.,4,2025-02-14,code_mixed,1,1,food
ramro ramro cha the boot.. strong sole and fits well.. bought for trekking and it did great.. jakaas product,5,2024-02-09,code_mixed,1,2,product
food was good tbh. portion size pani ramro thiyo. price fair cha. will come back 🔥,4,2024-11-08,code_mixed,1,1,food
Thakali set ma masu ramroooo tara bhat ali sukko jasto lagyo hai,4,2025-01-03,romanized_nepali,1,1,food
burger mitho but fries soggy. chalcha chalcha,3,2022-09-09,code_mixed,1,1,food
babbal experience yaar the trek guide was so helpful and knew every trail and told us stories also.. jakaas guide totally jakaas.. will book again,5,2024-06-14,code_mixed,1,2,services
jacket quality ramro cha. warm cha. looks nice pani. happy with purchase 👍,5,2023-02-09,romanized_nepali,0,0,product
I went there with my friends and the food was honestly good good no complaints about food but the waiter was very very rude bro. we asked for extra sauce and he acted like we asked for something big. and then the bill came and there were extra charges that we didn't order. we told him and he argued with us. ARGUED with the customer bro. lastai baal staff thiyo. khattam service. food ramro thiyo tara service ley sab bigaryoo. paisa waste in terms of service,2,2024-10-30,english,1,4,hotel_restaurant
bro went to this diner at 8pm. they said closing soon bhanyo at 8pm. menu le 10pm close bhancha. when i showed them they still refused. baal service. went hungry for nothing,1,2023-05-28,code_mixed,1,1,food
food was mitho and portion big. ramro dherai ramro and staff babbal. paisa vasool for sure 😋,5,2024-08-08,code_mixed,1,3,food
so i took this bus from ktm to pokhara and sala the ac was not working and it was so hot and then i asked driver and then he said it will work later and then it never worked.. never.. sweating full 6 hours yaar.. lastai jhyau thiyo.. paisa waste total,1,2023-09-14,code_mixed,1,4,transportation
so i booked this cab and driver cancelled 5 min before i had to leave.. and then i booked again and new driver also cancelled.. TWICE yaar.. TWICE.. i missed my meeting because of this sala app.. paisa waste time waste.. baal service lastai baal,1,2023-10-31,code_mixed,1,4,transportation
ordered laptop online. waited 5 days. delivered. opened box. SCREEN WAS CRACKED. cracked bro. called seller. they said it was fine when they sent. how will i prove??? now they want me to return at my cost. my cost!! total khattam. paisa waste. never buying electronics from this place. total bijog. ekdam rude seller pani.,1,2023-04-18,code_mixed,1,4,product
resturant smelled bad. floor was dirty. and food was also not good. waste of money lol.,1,2023-12-19,code_mixed,0,0,hotel_restaurant
"ramro chha yaar ramro, paisa vasool",5,2022-04-22,romanized_nepali,1,2,food
totally worth it. best expience. dami cha 🔥🔥,5,2022-12-10,code_mixed,1,1,hotel_restaurant
ramro thyo experience overall. staff mel0ful thyo ani doom safW thyo. damro rZmro,5,2024-07-18,romanized_nepali,1,2,hotel_restaurant
service was below average. staff kept chatting with each other instead of attending customers. waited long for simple order. not great experience,2,2024-02-01,english,0,0,services
"service slow slow and then food cold came, not worth price",1,2025-04-16,code_mixed,1,1,hotel_restaurant
product packaging ramro thyo. product pani ok cha. happy with purchase,4,2024-08-05,romanized_nepali,0,0,product
Bed was comfortable but pillow felt too soft for me,4,2025-02-02,english,0,0,hotel_restaurant
"pizza mitho but small size. paisa waste, time waste feeling little bit",3,2024-06-06,code_mixed,1,2,food
khana tastyii and then cold and then cold. very bad,1,2024-02-28,english,0,0,food
lastai ramro experience. they gave extra chutney without asking. small thing but i liked it 😊,5,2022-10-17,code_mixed,1,1,food
ramailo trip thyo yaar.. driver was nice and road was okay and we reached on time.. babbal service chalcha,5,2023-12-11,romanized_nepali,1,2,transportation
i ordered the wrong size and they exchanged without any problem. very good service bro.,5,2025-01-08,english,0,0,product
ok stay. room was ok. location ramro thyo. staff bit slow to respond but not rude. thik cha for the price,3,2024-04-01,code_mixed,0,0,hotel_restaurant
came h3re twice already the vibe is good but they keDp forVe6ing items in the order like dverhtime samf tying,3,2023-08-22,english,0,0,hotel_restaurant
sahi cha bro,4,2022-09-03,romanized_nepali,1,1,services
nice room view. bed was comfy. but wifi was too slow. thik cha overall i guess.,3,2024-01-30,code_mixed,1,1,hotel_restaurant
NTC SIM network thik chha tara data speed slow huncha,3,2025-03-10,romanized_nepali,1,1,services
phone good good cam nice nice paisa vasool bro 🔥,5,2023-06-06,code_mixed,1,1,product
lol this cab smelled like cigarette full time.. and driver took long route to charge more.. SALA GUFF only.. paisa waste time waste.. never use this again,1,2024-07-22,code_mixed,1,3,transportation
service was very very slow. waited 30 min just for someone to notice us. food came wrong first time. had to send back. idk how they have customers,2,2023-12-28,english,0,0,food
phone cover is okay.. thik cha nothing special,3,2023-07-16,english,0,0,product
yo delivery wala le 2 hour late garo and then the food was cold and he said sorry sorry but sorry le kaam gardaina.. paisa waste yaar,1,2023-11-14,code_mixed,1,2,services
"hotel check in process dherai slow thyo, staff le ek ghanta jati wait garayo room ko lagi, room aaepachi room pani safa thiena, AC kaam garena puri raat, told reception they said will fix but never came, bihan uthda pani same problem, checkout ma koi thiena counter ma, total waste of time and money, jaanu nai haina yaha, khatrai service ho bhanchu tara khattam thyo sab kura",1,2023-04-16,code_mixed,1,3,hotel_restaurant
total guff service bro,1,2023-08-09,romanized_nepali,1,1,transportation
Parking space was too tight and confusing,1,2025-02-05,english,0,0,hotel_restaurant
ride fast and safe and then driver sahi ho but seat bad bad,4,2023-08-08,code_mixed,1,1,transportation
room dark dark light dim dim but bed soft soft so sleep good sleep good,4,2024-01-09,english,0,0,hotel_restaurant
lastaii jhyau,1,2025-03-03,romanized_nepali,1,2,transportation
food hot hot and smell wow wow i eat fast fast tongue burn lol but nice,4,2025-08-08,english,0,0,food
nice vibe nice food will come again 😊,4,2025-03-14,english,0,0,hotel_restaurant
place small small but vibe ramailo ramailo music lw low peace peace,5,2022-09-29,code_mixed,1,1,hotel_restaurant
so ok this review is long because i have lots to say. i ordered a laptop bag and then it came with broken zip already. and then i asked for replacement. and then they said send photos. and then i sent photos. and then they said team le check garcha bhanyo. and then 5 days silence. and then i followed up and then they said still checking bhanyo. and then i followed up again and then they said item not in stock anymore bhanyo. bro WHAT. my money tyo? and then they said store credit only. i don't want store credit sala. i want refund or bag. this is very bad. baal return policy. lastai lastai jhyau thyo yar. paisa waste. company lai trust nagarna bhanchu sabai lai. never ordering again,1,2023-11-19,code_mixed,1,4,product
"hotel room ramro dherai ramro, view babbal and staff sahi ho. paisa vasool 😊",5,2025-03-03,code_mixed,1,3,hotel_restaurant
product build good good and then drop no break khatrai,5,2025-05-05,code_mixed,1,1,product
dami cha ekdam,5,2024-02-28,romanized_nepali,1,1,product
babbal thyo yaar ekdamai dami,5,2024-09-03,romanized_nepali,1,2,food
food come late late but taste dami dami 😋,4,2023-09-01,code_mixed,1,1,food
ok tbh the food was great but parking thiyena around there. had to walk 15 min. not the resturant fault but still annoying lol,4,2024-02-14,english,0,0,food
"Bajaj Pulsar NS200 pickup ramroooo cha, riding ma majja aaucha",5,2025-03-01,romanized_nepali,1,1,transportation
"khana mitho thiyo tarw service slow slow thyo, waiter bhandai thiyo 2 min 2 min but 30 min lagyo",2,2023-11-16,romanized_nepali,1,2,food
driver was kind. helped lift heavy bags. reached on time. safe driving. dami experience,5,2024-06-12,romanized_nepali,1,1,transportation
"product ramro chha, quality babbal, price pani reasonable, sahi ho",5,2024-01-29,romanized_nepali,1,2,product
chai was perfect bro. exactly the way i like it. will come daily. dami cha. 🔥,5,2025-03-05,code_mixed,1,1,food
ok listen i go there for bday and then light off and then cake late late and friend mad mad i think oh no night gone but food come and wow ramro dherai ramro all eat fast fast mood up up we laugh loud loud so end good good,5,2023-09-19,code_mixed,1,1,hotel_restaurant
"food average thyo, price thik thyo, would come back maybe",3,2023-06-18,code_mixed,1,1,food
came here for quick lunch. got quick lunch. food was hot. staff friendly. no complaints 😊,5,2023-02-26,english,0,0,food
i buy this fan and then plug and then boom air fast fast i feel like hill top wind haha paisa vasool paisa vasool not lie bro build good sound low and mom say sahi ho so yes good buy,5,2022-05-05,code_mixed,1,2,product
khatrai service,1,2023-05-30,romanized_nepali,1,1,services
clean room nice bed and then sleep fast lol,4,2022-08-08,english,0,0,hotel_restaurant
mero ghar shift garna yo company hire gareko. and then they came with not enough people. and then took 2x time. and then broke one of my vase during shift. and then said it was already cracked. LIE. i have photos. and then charged extra for overtime. overtime THEY caused. sala. baal service. paisa waste. i don't like this trash company. never hiring again. telling friends pani to avoid,1,2024-07-25,code_mixed,1,3,services
i buy watch and then strap tight tight and look sahi ho friend say jakaas jakaas i grin grin,5,2022-03-13,code_mixed,1,2,product
clothes dami cha. fitting pani ramro. will order more 😍,5,2024-03-18,romanized_nepali,1,2,product
mero sathi le suggest gareko thyo yo hotel. and then i went. and then room key thiyena ready. 1 hour wait lobby ma. and then room aayo and then it was wrong floor from booking. and then i asked to change and then they said full house bhanyo. and then i asked for discount and then they laughed. LAUGHED. sala. bijog behavior. this is very bad customer service. baal hotel. lastai jhyau thyo yar. my sathi ko taste ma pani doubt lagyo mero,1,2025-01-07,code_mixed,1,4,hotel_restaurant
earphones sound quality is babbal. clear bass and all. using daily for 2 months no problem. this is good buy bro. paisa vasool cha. sahi ho.,5,2022-06-18,code_mixed,1,3,product
"ordered food waited 1 hour and half, called restaurant they said 10 more mins, waited 20 more mins still nothing, cancelled and went somewhere else, lastai kharab service, never ordering from here, jhyau lagyo sala",1,2023-08-04,code_mixed,1,3,food
hotel was fine. not fancy but clean. staff were helpful. breakfast was simple but ok. would book again if price is same,4,2024-04-27,english,0,0,hotel_restaurant
bro so i hired this plumber service online. and then guy came 3 hour late. and then he looked at the pipe and then said he needed different tool. and then he left to get tool and then never came back. NEVER CAME BACK. called him no answer. company le bhi answer garena. baal service. i paid advance pani. sala paisa gayo. jhur company ho yo. i don't like this trash service at all. this is very bad and unprofessional. never again yar,1,2024-09-22,code_mixed,1,4,services
"Nike shoes quality average, stitching not very clean",3,2025-02-18,english,0,0,product
dam* cha yar totQllG \ wIrth it,5,2022-10-30,code_mixed,1,1,food
Breakfast buffet had many options and everything was fresh,5,2025-02-01,english,0,0,hotel_restaurant
honestly came here with family. kids le enjoy garyo. food was ok ok. staff ramro thyo. price bit high but its ok for the place. would come back maybe,3,2024-08-20,code_mixed,1,1,hotel_restaurant
lastai ramro 🔥,5,2024-03-08,romanized_nepali,1,1,food
paisa vasool bro,4,2024-07-03,romanized_nepali,1,1,product
birthday party garyo here. booked table in advance. but when we came they gave our table to others. said we had no booking. I HAVE THE SCREENSHOT BRO. showed them and they were still arguing. we had to wait 45 mins. food also came wrong. cake they promised was not ready. my friends were upset on my birthday. total mood kill. paisa waste time waste. lastai jhyau thyo. never book here. khattam place. sala.,1,2023-09-30,code_mixed,1,6,hotel_restaurant
"late late delivery, packaging broken, not worth",1,2024-06-08,english,0,0,product
ride ok and driver sahi ho. no jhyau today,5,2025-04-04,code_mixed,1,1,transportation
resturant was packed when we went but they managed well. staff were running around but still smiled. food came in 20 mins which is good for busy time. taste was ramro. momo was dami. price was very fair. paisa vasool cha bro. left happy and full. will come again. sahi cha.,5,2023-12-08,code_mixed,1,3,food
"food aauda cold thyo bro, orderWF and waited and waited and then cold dood aayo, khai kei Hhena, not ordwrijg Wgain, paisa wAste nai thyo, Etaff attitude pagi kharab tYyo jaba bhamekp",1,2023-09-14,code_mixed,1,1,food
"food ok, service ok, price ok, just ok overall nothing to write home about❤️",3,2024-04-07,english,0,0,food
jhyauu lagyo,1,2022-07-11,romanized_nepali,1,1,services
umm idk it was ok ok nothing special,3,2023-04-11,english,0,0,food
"hotel ramro dherai ramro, clean toilet and hot water. paisa vasool feel and staff sahi ho 😊",5,2025-06-11,code_mixed,1,3,hotel_restaurant
product stopped working after 1 week. 1 WEEK!!! no warranty given also. total bijog.,1,2023-07-21,code_mixed,1,1,product
"resturant ma gayo, waited 10 min at door, no one came to seat us. had to seat ourselves. then waited more for menu. food aayo finally and was just ok. not worth the wait yar",2,2024-03-31,code_mixed,0,0,food
"good vibe here, food ramro cha 😊",4,2022-08-06,code_mixed,1,1,food
LASTAI RAMRO SERVICE.. they fixed my laptop so fast and the price was also less than other shops.. sahi ho sahi ho.. will come back,5,2024-05-06,code_mixed,1,2,services
so i went to repair shop for my watch and they said 3 day to fix.. after 3 day i went and they said 3 more day.. and then again 3 more day.. 9 DAY yaar for a watch.. and when i got it back it stopped again next week.. sala bijog.. paisa waste time waste.. lastai jhyau thyo,1,2023-09-19,code_mixed,1,4,services
khattam bro,2,2025-06-01,romanized_nepali,1,1,product
Ncell customer care ma call garda dherai hold ma rakhe,2,2025-03-11,romanized_nepali,0,0,services
hotel ramro dherai ramro and view dami. paisa vasool bro,5,2025-02-02,code_mixed,1,3,hotel_restaurant
this is very bad but staff nice so ok thik cha,3,2023-10-10,code_mixed,1,1,services
ride cheappp but latee latee. not worth,2,2025-02-02,english,0,0,transportation
"taxi driver rude thyo, meter pani correct thiyena lastai extra charged, bijog",1,2022-06-30,romanized_nepali,1,2,transportation
ride was fastt but driver rudee and rudee lol. paisa waste,2,2025-05-10,english,1,1,transportation
waited 1 hour for taxi that never came. and then when i called driver said he went to wrong place. and then new driver assigned and then he also was late. bro i missed my bus. MISSED MY BUS. and then company said sorry only. sorry won't give me my bus back sala. baal taxi service. lastai jhyau thyo yar,1,2024-05-31,code_mixed,1,3,transportation
paisa waste time waste.. ordered phone case and it broke in 2 day.. TWO DAY only.. sala khattam product cha yo.. never buy again never,1,2023-12-01,code_mixed,1,4,product
umm the hotel was okay i guess.. not too clean not too dirty.. bed was hard.. thik cha for the price maybe,3,2023-08-13,code_mixed,1,1,hotel_restaurant
app service slow and then crash and then crash again. jhyau lagyo,2,2023-08-30,english,1,1,services
laptop bag dami and zip strong. ramro dherai ramro,5,2022-11-11,code_mixed,1,2,product
ramro cha yaar.. came on time and driver was polite.. seat was clean.. sahi ho this service🥰🥰🥰,5,2024-11-11,code_mixed,1,2,transportation
staff nice nice give tea free free lol,5,2025-12-12,english,0,0,services
momo mitho and soup mitho. ramro dherai ramro bro,5,2023-02-14,code_mixed,1,2,food
cafe ko vibe ramro thyo but wifi speed was so slow yar. 1 mbps pani thiyena. how to work like this??,3,2023-12-27,code_mixed,0,0,services
staff were very helpful. answered all questions. room was comfortable. breakfast was good. overall ramro stay 👍,5,2023-05-16,code_mixed,1,1,hotel_restaurant
service good good. staff helpful. room clean. value for money,4,2024-08-22,english,0,0,hotel_restaurant
I ordered online and they sent the wrong item. called customer care and they put me on hold for 20 minutes and then the call dropped. called again same thing. 20 minutes hold again. I am so DONE with this company. paisa waste gayo mero. not worth it at all. very very bad service. never buying again,1,2024-07-09,english,1,2,product
I ordered this cream online. used for 1 week. face started getting red and itchy. itchy bro. went to doctor. she said some bad ingredient in it. THIS PRODUCT IS NOT SAFE. and seller is not responding. total jhur product. paisa waste. now i have to pay doctor fees also. ekdam kharab. do not buy this. sala.,1,2024-05-30,code_mixed,1,3,product
"paisa waste, time waste ridedelay and delay again",2,2023-06-06,english,1,1,transportation
this app is so slow bro. every time i open it loads for so long. and then it crashes. i tried reinstalling 3 times. 3 TIMES. still same problem. customer service ne reply nai garna. sent 2 emails and got nothing. paisa waste in subscription. total bijog. other apps work fine. only this one is khattam. very bad. not recommended.,1,2024-10-18,code_mixed,1,3,services
ramro dherai ramro,5,2025-01-14,romanized_nepali,1,1,product
service thik cha but mood off staff. lastai jhyau,3,2025-06-06,romanized_nepali,1,2,services
lastai ramro thiyo🥰 i went there with my family and the food was so good and then the staff was nice also and then they gave free dessert.. babbal experience totally babbal,5,2024-06-22,code_mixed,1,3,hotel_restaurant
boots came with one sole already loose. brand new product yar. and then glue it myself garnu paryo. cheap quality for the price. expected better tbh,2,2023-04-11,english,0,0,product
